Minutes,SBP,MAP,DBP,Salt,CO,TPR,GFR,RBF,Urine Na,Urine Volume,Left PT Reabsorption,Right PT Reabsorption,Left Loop Reabsorption,Right  Loop Reabsorption,MD Na,Left DT Reabsorption,Right DT Reabsorption,Left CD Reabsorption,Right CD Reabsorption,Renin,Ang II,Aldosterone,ANP,[Na+],[K+],Blood Volume,Left Efferent Arteriolar Resistance,Right Efferent Arteriolar Resistance,Left Afferent Arteriolar Resistance,Right Afferent Arteriolar Resistance,ECFV,Na Mass,Right Renal Ganglia,Left Renal Ganglia
44640,148.794643,118.1413872,99.74943376,500,6179.288765,0.018847284,122.7518583,866.9053014,0.355196403,1.352153255,4.303885363,4.478801332,2.477265785,3.360873057,56.04415304,0.574706731,0.785119635,0.257670383,0.372198718,0.882696065,8.826077957,225.3097593,44.05927436,145.515623,4.246488976,5942.945482,0.137740558,0.107550847,0.139731013,0.118103448,16.61622411,2417.920203,4,4
54720,149.0019032,118.6169696,100.3860094,500,6131.26363,0.019080163,123.16128,864.8424765,0.353821463,1.325026288,4.343958644,4.477459592,2.47661887,3.368493521,55.93438294,0.575383072,0.790813556,0.257369378,0.373957982,0.886481407,8.863927586,226.2188166,43.50802803,145.4786559,4.232813663,5918.194153,0.138492461,0.108137949,0.14056812,0.11950539,16.60328948,2415.424238,4,4
12240,141.2680301,111.6162041,93.82510844,180,5959.400115,0.018402033,137.1039609,563.7659535,0.131924818,0.375711311,5.520733118,6.576475901,1.993527469,2.872507745,50.24125544,0.542812189,0.770191954,0.135001425,0.203152879,1.845800469,18.45615889,302.8352605,31.96744007,144.9686937,4.264786724,5890.755884,0.264730436,0.206707327,0.14695635,0.115577726,16.46967146,2387.586757,4,4
12240,141.2680301,111.6162041,93.82510844,1000,5959.400115,0.018402033,137.1039609,563.7659535,0.131924818,0.375711311,5.520733118,6.576475901,1.993527469,2.872507745,50.24125544,0.542812189,0.770191954,0.135001425,0.203152879,1.845800469,18.45615889,302.8352605,31.96744007,144.9686937,4.264786724,5890.755884,0.264730436,0.206707327,0.14695635,0.115577726,16.46967146,2387.586757,4,4
12960,140.2191387,107.5817398,87.99930049,1000,6595.346447,0.01565922,135.5996894,761.9923564,0.426503042,0.232052062,4.943972811,6.463399931,2.57372562,3.305784191,64.89076322,0.629226529,0.794649721,0.263525722,0.338619308,1.214556099,12.14434643,205.7501445,65.61796194,154.9361186,4.1061943,6619.722143,0.153975153,0.120227174,0.131696463,0.100973765,17.46452896,2705.88633,4,4
14400,136.4757959,103.087688,83.05482328,1000,6645.523684,0.014606892,142.3501985,842.7707392,0.819756386,0.656960159,4.507090459,6.490329782,2.760750091,3.407358804,73.13260925,0.834204592,0.948607871,0.3,0.4,1.025543465,10.25440911,192.5602127,90.84429372,152.8826777,4.137112558,7065.77481,0.130950669,0.102249153,0.113082309,0.083985233,18.36785722,2808.127196,4,4
24480,146.2887171,114.0485686,94.70447945,1000,6389.561133,0.017321148,135.2643348,920.9109523,0.765348945,2.082025408,4.077853265,5.000043926,2.728227727,3.550774755,66.52543116,0.77891726,1.045882845,0.3,0.4,0.889827682,8.897386993,209.6577168,76.21590582,144.3382345,4.208639067,6439.032613,0.129241437,0.100914547,0.123378788,0.097121494,17.2002526,2482.654094,4,4
34560,151.9759872,120.7153805,101.9590165,1000,6248.013774,0.01894551,132.6528395,929.1521311,0.760242224,1.695626277,4.1439856,4.409006262,2.703508795,3.62232892,64.24733267,0.753001356,1.095172971,0.3,0.4,0.860243048,8.601570235,212.5677413,65.71337294,143.2937809,4.192030745,6190.020721,0.131537214,0.10270714,0.133936135,0.11011721,16.95311798,2429.276374,4,4
44640,154.4911138,123.94144,105.6116357,1000,6147.746757,0.019860749,130.1793501,916.0401439,0.702818292,1.687872121,4.228373714,4.17280606,2.673520377,3.645257918,63.04069108,0.720015001,1.092255086,0.3,0.4,0.86066167,8.605756037,216.9999153,59.66677102,144.0397277,4.178049016,6039.159831,0.134541184,0.105052705,0.141798945,0.119331852,16.81497196,2422.023983,4,4
54720,155.9105975,125.7138137,107.5957434,1000,6078.223892,0.020400139,129.9509656,916.1979536,0.731381586,2.113014275,4.228338827,4.012237837,2.667106085,3.657992342,62.84797294,0.719922165,1.111401327,0.3,0.4,0.858665198,8.585793314,217.3361646,58.49984876,143.4768951,4.165298575,5978.908958,0.135489036,0.105792809,0.144828859,0.123017991,16.77494299,2406.816735,4,4
