Minutes,SBP,MAP,DBP,Salt,CO,TPR,GFR,RBF,Urine Na,Urine Volume,Left PT Reabsorption,Right PT Reabsorption,Left Loop Reabsorption,Right  Loop Reabsorption,MD Na,Left DT Reabsorption,Right DT Reabsorption,Left CD Reabsorption,Right CD Reabsorption,Renin,Ang II,Aldosterone,ANP,[Na+],[K+],Blood Volume,Left Efferent Arteriolar Resistance,Right Efferent Arteriolar Resistance,Left Afferent Arteriolar Resistance,Right Afferent Arteriolar Resistance,ECFV,Na Mass,Right Renal Ganglia,Left Renal Ganglia
56880,155.7166681,125.3022238,107.0535573,500,6101.918192,0.020211238,48.03507015,448.9630446,0.34604535,0.287158809,0.940680111,0.974563832,1.198969318,1.754310849,71.23349113,0.298203634,0.439618673,0.193907608,0.273101861,0.06929817,2.5,125.5725448,61.92510717,140.8705,4.319434651,6075.327713,0.32421193,0.253151781,0.258851277,0.195468065,16.87594694,2377.323083,1.48111109,1.48111109
66960,156.9782698,126.9852433,108.9894274,500,6043.38178,0.020718808,48.30009082,446.4844452,0.344572036,0.275684851,0.96010177,0.959177544,1.195669249,1.780114936,71.37014825,0.297851051,0.446056551,0.195096141,0.278096259,0.069464273,2.5,127.3472142,59.99542824,140.9671207,4.310714385,6005.584645,0.327826641,0.255974227,0.268326152,0.202412503,16.8296541,2372.42788,1.508234592,1.508234592
24480,135.9719575,107.9404934,91.12161494,180,5639.586449,0.018851453,32.25404896,341.7124397,0.124909793,0.178335551,0.882814328,1.015966186,0.72339113,0.98156965,61.75018181,0.155728127,0.2111876,0.11034619,0.149643789,0.096484991,2.5,130.0012078,26.3513851,143.4894493,4.321218247,5767.460793,0.338133475,0.264022029,0.312436344,0.246448393,16.2451164,2331.002805,1.495289477,1.495289477
24480,135.9719575,107.9404934,91.12161494,1000,5639.586449,0.018851453,32.25404896,341.7124397,0.124909793,0.178335551,0.882814328,1.015966186,0.72339113,0.98156965,61.75018181,0.155728127,0.2111876,0.11034619,0.149643789,0.096484991,2.5,130.0012078,26.3513851,143.4894493,4.321218247,5767.460793,0.338133475,0.264022029,0.312436344,0.246448393,16.2451164,2331.002805,1.495289477,1.495289477
25200,140.4034875,109.6550765,91.20602983,1000,6041.106118,0.017503001,37.34172419,375.9892464,0.225882538,0.105120356,0.874455575,1.094791932,1.000341611,1.315967273,73.51892156,0.2280641,0.305213388,0.152134659,0.203598615,0.079707712,2.5,104.2600378,52.49762019,154.1114611,4.158656381,6449.970328,0.307919757,0.240430495,0.284512362,0.217342604,17.27990035,2663.03069,1.355293493,1.355293493
26640,137.1375926,104.1984237,84.43492235,1000,6496.007569,0.014791552,53.60931887,455.9655627,0.64195033,0.196912254,0.769626984,1.53851267,1.526964412,1.838590543,89.65133658,0.435243446,0.50274881,0.285050989,0.288217869,0.063831855,2.5,89.35192141,97.94920742,155.0583462,4.093904445,7598.570519,0.27805359,0.217110338,0.165884911,0.120938293,19.61906327,3042.099503,1.26269885,1.26269885
36720,144.1924671,111.560615,91.9815037,1000,6323.782726,0.016487947,62.76462624,534.4253354,0.932243689,2.019216176,0.571336195,1.411411484,1.69829616,2.21603325,88.11202933,0.511426069,0.605107235,0.29683569,0.292984737,0.054962379,2.5,131.7284729,123.0103734,141.5463537,4.441436268,7460.844114,0.280033521,0.218656311,0.134297948,0.094411114,19.4288889,2750.08838,1.2405215,1.2405215
46800,155.8261339,124.8951317,106.3365304,1000,6137.817546,0.019868804,57.63229179,517.4619479,0.704002739,0.925705654,0.63614015,1.094890571,1.504529582,2.219730221,84.37281756,0.432817879,0.582185391,0.277150627,0.299386008,0.062125385,2.5,149.9035882,92.34056799,140.6402756,4.474718078,6368.153648,0.311922892,0.24355623,0.196558372,0.134607176,17.19416036,2418.191452,1.42059187,1.42059187
56880,158.964841,128.392644,110.0493259,1000,6116.416791,0.020571424,57.29410754,513.7155541,0.694069848,0.884302409,0.666777394,1.03356181,1.473551361,2.246056613,84.9641932,0.423564769,0.590324755,0.284471034,0.315086568,0.060851542,2.5,145.0894988,86.80487323,141.2610159,4.448379757,6266.365539,0.316679338,0.247270168,0.212870168,0.147046823,17.13332977,2420.271569,1.468140989,1.468140989
66960,161.2691279,131.1022963,113.0021973,1000,6061.784419,0.021248309,57.66581576,511.9835432,0.691223369,0.876438185,0.69413739,0.985822793,1.470163686,2.286764942,85.11300596,0.424068758,0.602385515,0.291942628,0.32750505,0.06033207,2.5,144.303694,82.86090646,141.196828,4.427638429,6191.65705,0.320041388,0.24989533,0.224964027,0.155800691,17.09786443,2414.164222,1.491420736,1.491420736
